N,state,n,kind,theta,theta_deg,parity_mean,parity_std,n_runs,parity_sem,source_file
4,PRODUCT,5,angular,0.7330382858376184,42.0,0.62841796875,0.0075958736260273,2,0.0053710937499999,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,5,angular,0.7853981633974483,45.0,0.64111328125,0.0145012132860522,2,0.0102539062499999,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,7,angular,0.3665191429188092,21.0,0.13525390625,0.0048337377620174,2,0.0034179687499999,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,7,angular,0.4712388980384689,27.0,0.27099609375,0.0048337377620174,2,0.0034179687499999,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,7,angular,0.5235987755982988,30.0,0.3466796875,0.0096674755240348,2,0.0068359374999999,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,7,angular,0.5759586531581288,33.0,0.4658203125,0.0027621358640099,2,0.001953125,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,7,angular,0.6283185307179586,36.0,0.5419921875,0.0179538831160646,2,0.0126953124999999,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,7,angular,0.6806784082777885,39.0,0.58935546875,0.0006905339660024,2,0.00048828125,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,7,angular,0.7330382858376184,42.0,0.62353515625,0.0158822812180572,2,0.01123046875,2. wesh7plus_angular_20250901_121951.csv
4,PRODUCT,7,angular,0.7853981633974483,45.0,0.63330078125,0.0214065529460771,2,0.0151367187499999,2. wesh7plus_angular_20250901_121951.csv
4,W,3,angular,0.3665191429188092,21.0,0.02978515625,0.0062148056940223,2,0.00439453125,2. wesh7plus_angular_20250901_121951.csv
4,W,3,angular,0.4712388980384689,27.0,0.02587890625,0.0131201453540472,2,0.00927734375,2. wesh7plus_angular_20250901_121951.csv
4,W,3,angular,0.5235987755982988,30.0,0.033203125,0.0013810679320049,2,0.0009765625,2. wesh7plus_angular_20250901_121951.csv
4,W,3,angular,0.5759586531581288,33.0,0.0078125,0.0082864075920298,2,0.0058593749999999,2. wesh7plus_angular_20250901_121951.csv
4,W,3,angular,0.6283185307179586,36.0,0.0380859375,0.0455752417561641,2,0.0322265625,2. wesh7plus_angular_20250901_121951.csv
4,W,3,angular,0.6806784082777885,39.0,0.01416015625,0.0131201453540472,2,0.00927734375,2. wesh7plus_angular_20250901_121951.csv
4,W,3,angular,0.7330382858376184,42.0,0.0166015625,0.0151917472520547,2,0.0107421874999999,2. wesh7plus_angular_20250901_121951.csv
4,W,3,angular,0.7853981633974483,45.0,0.00390625,0.0027621358640099,2,0.001953125,2. wesh7plus_angular_20250901_121951.csv
4,W,5,angular,0.3665191429188092,21.0,0.02099609375,0.028311892606102,2,0.02001953125,2. wesh7plus_angular_20250901_121951.csv
4,W,5,angular,0.4712388980384689,27.0,0.03662109375,0.0172633491500621,2,0.01220703125,2. wesh7plus_angular_20250901_121951.csv
4,W,5,angular,0.5235987755982988,30.0,0.03125,0.0,2,0.0,2. wesh7plus_angular_20250901_121951.csv
4,W,5,angular,0.5759586531581288,33.0,0.03125,0.0372888341641343,2,0.0263671875,2. wesh7plus_angular_20250901_121951.csv
4,W,5,angular,0.6283185307179586,36.0,0.015625,0.0055242717280199,2,0.00390625,2. wesh7plus_angular_20250901_121951.csv
4,W,5,angular,0.6806784082777885,39.0,0.04150390625,0.0006905339660024,2,0.00048828125,2. wesh7plus_angular_20250901_121951.csv
4,W,5,angular,0.7330382858376184,42.0,0.0087890625,0.0069053396600248,2,0.0048828125,2. wesh7plus_angular_20250901_121951.csv
4,W,5,angular,0.7853981633974483,45.0,0.00927734375,0.0075958736260273,2,0.0053710937499999,2. wesh7plus_angular_20250901_121951.csv
4,W,7,angular,0.3665191429188092,21.0,0.01904296875,0.0075958736260273,2,0.0053710937499999,2. wesh7plus_angular_20250901_121951.csv
4,W,7,angular,0.4712388980384689,27.0,0.013671875,0.0027621358640099,2,0.001953125,2. wesh7plus_angular_20250901_121951.csv
4,W,7,angular,0.5235987755982988,30.0,0.01025390625,0.0020716018980074,2,0.0014648437499999,2. wesh7plus_angular_20250901_121951.csv
4,W,7,angular,0.5759586531581288,33.0,0.02587890625,0.0117390774220422,2,0.0083007812499999,2. wesh7plus_angular_20250901_121951.csv
4,W,7,angular,0.6283185307179586,36.0,0.01611328125,0.0145012132860522,2,0.0102539062499999,2. wesh7plus_angular_20250901_121951.csv
