theta_deg,GHZ_mean,GHZ_sem,PRODUCT_mean,PRODUCT_sem,W_mean,W_sem,Delta_mean,Delta_sem
21.0,0.5917484994912608,0.002645666762860367,0.19653930972570655,0.003100708125930008,0.020044670471428494,0.001369371898097246,0.3952091897655543,0.0040760205473368795
27.0,0.7234768955112457,0.0019031177679866194,0.35710070925993465,0.00044214627815403017,0.030568761267330734,0.0016664648951074741,0.3663761862513111,0.001953804127877673
30.0,0.7806446192910962,0.000915749583810429,0.41753659442875773,0.00046366883657688224,0.0036644132192091418,0.00046281895561329177,0.36310802486233845,0.001026443417954216
33.0,0.8345222287871701,0.002057796112010816,0.4984067826243102,0.001621570150585801,0.0390624961481269,9.999998870704317e-07,0.3361154461628599,0.0026199264477991912
36.0,0.8596622542800839,0.0009197550860978232,0.5730984347521456,0.0008941448329072048,0.013469856214786531,0.0007443238573814825,0.2865638195279383,0.0012827487675369123
39.0,0.8876953047189237,9.999976390661081e-07,0.6126159302338894,0.001373830597044228,0.03926919118079169,0.001227054069464766,0.2750793744850343,0.0013738309609883518
42.0,0.906793011391888,0.00043801217800262625,0.6444782277362019,0.001108752016010819,0.02198474826189215,0.0003428601743900559,0.26231478365568606,0.001192134934093729
45.0,0.8932990921421634,0.0007615913901368321,0.6545405633535426,0.0014541277228559153,0.016448024298214535,0.0015424785829976694,0.2387585287886208,0.0016414959274724632
